Datatype,COLORS
Train Size,2880
Test Size,720
Learning Rate,0.01
Batch Size,50
loss
1.5474154949188232,
0.6257597208023071,
0.3390672206878662,
0.19162890315055847,
0.05042741820216179,
0.022061461582779884,
0.01447797566652298,
0.008956542238593102,
0.00665767677128315,
0.005024753510951996,
accuracy
0.36771929264068604,
0.8175438642501831,
0.9508771896362305,
0.9789473414421082,
0.9996491074562073,
1.0,
1.0,
1.0,
1.0,
1.0,
val_loss
0.8437479734420776,
0.45158910751342773,
0.2596723735332489,
0.10184437036514282,
0.03187022730708122,
0.016737299039959908,
0.010940087959170341,
0.00908853393048048,
0.005705626681447029,
0.004691805690526962,
val_accuracy
0.6973333358764648,
0.9426666498184204,
0.9573333263397217,
0.9973333477973938,
0.9986666440963745,
1.0,
1.0,
1.0,
1.0,
1.0,
