Datatype,COLORS
Train Size,2880
Test Size,720
Learning Rate,0.001
Batch Size,50
loss
2.1696441173553467,
2.013838768005371,
1.8111079931259155,
1.5823808908462524,
1.3797227144241333,
1.190047025680542,
1.033524990081787,
0.8973400592803955,
0.7819566130638123,
0.692022442817688,
accuracy
0.12456140667200089,
0.21684210002422333,
0.3308771848678589,
0.4171929955482483,
0.5831578969955444,
0.683859646320343,
0.7182456254959106,
0.753333330154419,
0.7708771824836731,
0.8035087585449219,
val_loss
2.0937254428863525,
1.9164621829986572,
1.7196292877197266,
1.5177885293960571,
1.3162578344345093,
1.152793288230896,
1.0078030824661255,
0.8924954533576965,
0.7777811884880066,
0.6967465281486511,
val_accuracy
0.14266666769981384,
0.25866666436195374,
0.31200000643730164,
0.46133333444595337,
0.6426666378974915,
0.6813333630561829,
0.7173333168029785,
0.734666645526886,
0.7799999713897705,
0.7946666479110718,
